"","NEWID","week","weekly_sum","type","Start_Week","End_Week","week_label"
"1",1,1,0,"EXECUTION_CREDITS",2019-08-01,2019-08-04,"2019-08-01 to 2019-08-04"
"2",1,2,0,"EXECUTION_CREDITS",2019-08-05,2019-08-11,"2019-08-05 to 2019-08-11"
"3",1,3,0,"EXECUTION_CREDITS",2019-08-12,2019-08-18,"2019-08-12 to 2019-08-18"
"4",1,4,0,"EXECUTION_CREDITS",2019-08-19,2019-08-25,"2019-08-19 to 2019-08-25"
"5",1,5,0,"EXECUTION_CREDITS",2019-08-26,2019-09-01,"2019-08-26 to 2019-09-01"
"6",1,6,0,"EXECUTION_CREDITS",2019-09-02,2019-09-08,"2019-09-02 to 2019-09-08"
"7",1,7,0,"EXECUTION_CREDITS",2019-09-09,2019-09-15,"2019-09-09 to 2019-09-15"
"8",1,8,0,"EXECUTION_CREDITS",2019-09-16,2019-09-22,"2019-09-16 to 2019-09-22"
"9",1,9,0,"EXECUTION_CREDITS",2019-09-23,2019-09-29,"2019-09-23 to 2019-09-29"
"10",1,10,0,"EXECUTION_CREDITS",2019-09-30,2019-10-06,"2019-09-30 to 2019-10-06"
"11",1,11,0,"EXECUTION_CREDITS",2019-10-07,2019-10-13,"2019-10-07 to 2019-10-13"
"12",1,12,0,"EXECUTION_CREDITS",2019-10-14,2019-10-20,"2019-10-14 to 2019-10-20"
"13",1,13,0,"EXECUTION_CREDITS",2019-10-21,2019-10-27,"2019-10-21 to 2019-10-27"
"14",1,14,0,"EXECUTION_CREDITS",2019-10-28,2019-11-03,"2019-10-28 to 2019-11-03"
"15",1,15,0,"EXECUTION_CREDITS",2019-11-04,2019-11-10,"2019-11-04 to 2019-11-10"
"16",1,16,0,"EXECUTION_CREDITS",2019-11-11,2019-11-17,"2019-11-11 to 2019-11-17"
"17",1,17,0,"EXECUTION_CREDITS",2019-11-18,2019-11-24,"2019-11-18 to 2019-11-24"
"18",1,18,0,"EXECUTION_CREDITS",2019-11-25,2019-12-01,"2019-11-25 to 2019-12-01"
"19",1,19,0,"EXECUTION_CREDITS",2019-12-02,2019-12-08,"2019-12-02 to 2019-12-08"
"20",1,20,0,"EXECUTION_CREDITS",2019-12-09,2019-12-15,"2019-12-09 to 2019-12-15"
"21",1,21,0,"EXECUTION_CREDITS",2019-12-16,2019-12-22,"2019-12-16 to 2019-12-22"
"22",1,22,0,"EXECUTION_CREDITS",2019-12-23,2019-12-29,"2019-12-23 to 2019-12-29"
"23",1,23,0,"EXECUTION_CREDITS",2019-12-30,2020-01-05,"2019-12-30 to 2020-01-05"
"24",1,24,0,"EXECUTION_CREDITS",2020-01-06,2020-01-12,"2020-01-06 to 2020-01-12"
"25",1,25,0,"EXECUTION_CREDITS",2020-01-13,2020-01-19,"2020-01-13 to 2020-01-19"
"26",1,26,0,"EXECUTION_CREDITS",2020-01-20,2020-01-26,"2020-01-20 to 2020-01-26"
"27",1,27,0,"EXECUTION_CREDITS",2020-01-27,2020-02-02,"2020-01-27 to 2020-02-02"
"28",1,28,0,"EXECUTION_CREDITS",2020-02-03,2020-02-09,"2020-02-03 to 2020-02-09"
"29",1,29,0,"EXECUTION_CREDITS",2020-02-10,2020-02-16,"2020-02-10 to 2020-02-16"
"30",1,30,0,"EXECUTION_CREDITS",2020-02-17,2020-02-23,"2020-02-17 to 2020-02-23"
"31",1,31,0,"EXECUTION_CREDITS",2020-02-24,2020-03-01,"2020-02-24 to 2020-03-01"
"32",1,32,0,"EXECUTION_CREDITS",2020-03-02,2020-03-08,"2020-03-02 to 2020-03-08"
"33",1,33,0,"EXECUTION_CREDITS",2020-03-09,2020-03-15,"2020-03-09 to 2020-03-15"
"34",1,34,0,"EXECUTION_CREDITS",2020-03-16,2020-03-22,"2020-03-16 to 2020-03-22"
"35",1,35,0,"EXECUTION_CREDITS",2020-03-23,2020-03-29,"2020-03-23 to 2020-03-29"
"36",1,36,0,"EXECUTION_CREDITS",2020-03-30,2020-04-05,"2020-03-30 to 2020-04-05"
"37",1,37,0,"EXECUTION_CREDITS",2020-04-06,2020-04-12,"2020-04-06 to 2020-04-12"
"38",1,38,0,"EXECUTION_CREDITS",2020-04-13,2020-04-19,"2020-04-13 to 2020-04-19"
"39",1,39,0,"EXECUTION_CREDITS",2020-04-20,2020-04-26,"2020-04-20 to 2020-04-26"
"40",1,40,0,"EXECUTION_CREDITS",2020-04-27,2020-05-03,"2020-04-27 to 2020-05-03"
"41",1,41,0,"EXECUTION_CREDITS",2020-05-04,2020-05-10,"2020-05-04 to 2020-05-10"
"42",1,42,0,"EXECUTION_CREDITS",2020-05-11,2020-05-17,"2020-05-11 to 2020-05-17"
"43",1,43,0,"EXECUTION_CREDITS",2020-05-18,2020-05-24,"2020-05-18 to 2020-05-24"
"44",1,44,0,"EXECUTION_CREDITS",2020-05-25,2020-05-31,"2020-05-25 to 2020-05-31"
"45",1,45,0,"EXECUTION_CREDITS",2020-06-01,2020-06-07,"2020-06-01 to 2020-06-07"
"46",1,46,0,"EXECUTION_CREDITS",2020-06-08,2020-06-14,"2020-06-08 to 2020-06-14"
"47",1,47,0.0003157057759949,"EXECUTION_CREDITS",2020-06-15,2020-06-21,"2020-06-15 to 2020-06-21"
"48",1,48,0.003455605693,"EXECUTION_CREDITS",2020-06-22,2020-06-28,"2020-06-22 to 2020-06-28"
"49",1,49,0,"EXECUTION_CREDITS",2020-06-29,2020-07-05,"2020-06-29 to 2020-07-05"
"50",1,50,0,"EXECUTION_CREDITS",2020-07-06,2020-07-12,"2020-07-06 to 2020-07-12"
"51",1,51,3.437507137e-05,"EXECUTION_CREDITS",2020-07-13,2020-07-19,"2020-07-13 to 2020-07-19"
"52",1,52,0,"EXECUTION_CREDITS",2020-07-20,2020-07-26,"2020-07-20 to 2020-07-26"
"53",1,53,0,"EXECUTION_CREDITS",2020-07-27,2020-08-02,"2020-07-27 to 2020-08-02"
"54",1,54,0,"EXECUTION_CREDITS",2020-08-03,2020-08-09,"2020-08-03 to 2020-08-09"
"55",1,55,0,"EXECUTION_CREDITS",2020-08-10,2020-08-16,"2020-08-10 to 2020-08-16"
"56",1,56,0.019629891531692,"EXECUTION_CREDITS",2020-08-17,2020-08-23,"2020-08-17 to 2020-08-23"
"57",1,57,7.147657907e-06,"EXECUTION_CREDITS",2020-08-24,2020-08-30,"2020-08-24 to 2020-08-30"
"58",1,58,0,"EXECUTION_CREDITS",2020-08-31,2020-09-06,"2020-08-31 to 2020-09-06"
"59",1,59,0,"EXECUTION_CREDITS",2020-09-07,2020-09-13,"2020-09-07 to 2020-09-13"
"60",1,60,0,"EXECUTION_CREDITS",2020-09-14,2020-09-20,"2020-09-14 to 2020-09-20"
"61",1,61,0.001747288599839,"EXECUTION_CREDITS",2020-09-21,2020-09-27,"2020-09-21 to 2020-09-27"
"62",1,62,0,"EXECUTION_CREDITS",2020-09-28,2020-10-04,"2020-09-28 to 2020-10-04"
"63",1,63,5.14163852e-06,"EXECUTION_CREDITS",2020-10-05,2020-10-11,"2020-10-05 to 2020-10-11"
"64",1,64,0.00025472639045,"EXECUTION_CREDITS",2020-10-12,2020-10-18,"2020-10-12 to 2020-10-18"
"65",1,65,0,"EXECUTION_CREDITS",2020-10-19,2020-10-25,"2020-10-19 to 2020-10-25"
"66",1,66,0,"EXECUTION_CREDITS",2020-10-26,2020-11-01,"2020-10-26 to 2020-11-01"
"67",1,67,0.321530554653683,"EXECUTION_CREDITS",2020-11-02,2020-11-08,"2020-11-02 to 2020-11-08"
"68",1,68,0.09548122601369,"EXECUTION_CREDITS",2020-11-09,2020-11-15,"2020-11-09 to 2020-11-15"
"69",1,69,0,"EXECUTION_CREDITS",2020-11-16,2020-11-22,"2020-11-16 to 2020-11-22"
"70",1,70,0,"EXECUTION_CREDITS",2020-11-23,2020-11-29,"2020-11-23 to 2020-11-29"
"71",1,71,0.0510740168414,"EXECUTION_CREDITS",2020-11-30,2020-12-06,"2020-11-30 to 2020-12-06"
"72",1,72,0.013976945651166,"EXECUTION_CREDITS",2020-12-07,2020-12-13,"2020-12-07 to 2020-12-13"
"73",1,73,0.00136955180501,"EXECUTION_CREDITS",2020-12-14,2020-12-20,"2020-12-14 to 2020-12-20"
"74",1,74,0,"EXECUTION_CREDITS",2020-12-21,2020-12-27,"2020-12-21 to 2020-12-27"
"75",1,75,0,"EXECUTION_CREDITS",2020-12-28,2021-01-03,"2020-12-28 to 2021-01-03"
"76",1,76,0,"EXECUTION_CREDITS",2021-01-04,2021-01-10,"2021-01-04 to 2021-01-10"
"77",1,77,0,"EXECUTION_CREDITS",2021-01-11,2021-01-17,"2021-01-11 to 2021-01-17"
"78",1,78,0.0004425334438,"EXECUTION_CREDITS",2021-01-18,2021-01-24,"2021-01-18 to 2021-01-24"
"79",1,79,0.816842210826,"EXECUTION_CREDITS",2021-01-25,2021-01-31,"2021-01-25 to 2021-01-31"
"80",1,80,0,"EXECUTION_CREDITS",2021-02-01,2021-02-07,"2021-02-01 to 2021-02-07"
"81",1,81,0.7160710522318,"EXECUTION_CREDITS",2021-02-08,2021-02-14,"2021-02-08 to 2021-02-14"
"82",1,82,0,"EXECUTION_CREDITS",2021-02-15,2021-02-21,"2021-02-15 to 2021-02-21"
"83",1,83,1.46067603e-06,"EXECUTION_CREDITS",2021-02-22,2021-02-28,"2021-02-22 to 2021-02-28"
"84",1,84,0.0002553497001,"EXECUTION_CREDITS",2021-03-01,2021-03-07,"2021-03-01 to 2021-03-07"
"85",1,85,0,"EXECUTION_CREDITS",2021-03-08,2021-03-14,"2021-03-08 to 2021-03-14"
"86",1,86,0,"EXECUTION_CREDITS",2021-03-15,2021-03-21,"2021-03-15 to 2021-03-21"
"87",1,87,0.053915544464995,"EXECUTION_CREDITS",2021-03-22,2021-03-28,"2021-03-22 to 2021-03-28"
"88",1,88,8.5558118607e-05,"EXECUTION_CREDITS",2021-03-29,2021-04-04,"2021-03-29 to 2021-04-04"
"89",1,89,9.1848708218e-05,"EXECUTION_CREDITS",2021-04-05,2021-04-11,"2021-04-05 to 2021-04-11"
"90",1,90,6.222579448e-05,"EXECUTION_CREDITS",2021-04-12,2021-04-18,"2021-04-12 to 2021-04-18"
"91",1,91,0,"EXECUTION_CREDITS",2021-04-19,2021-04-25,"2021-04-19 to 2021-04-25"
"92",1,92,0.0008028393038,"EXECUTION_CREDITS",2021-04-26,2021-05-02,"2021-04-26 to 2021-05-02"
"93",1,93,3.70059429e-07,"EXECUTION_CREDITS",2021-05-03,2021-05-09,"2021-05-03 to 2021-05-09"
"94",1,94,0,"EXECUTION_CREDITS",2021-05-10,2021-05-16,"2021-05-10 to 2021-05-16"
"95",1,95,0,"EXECUTION_CREDITS",2021-05-17,2021-05-23,"2021-05-17 to 2021-05-23"
"96",1,96,0,"EXECUTION_CREDITS",2021-05-24,2021-05-30,"2021-05-24 to 2021-05-30"
"97",1,97,0,"EXECUTION_CREDITS",2021-05-31,2021-06-06,"2021-05-31 to 2021-06-06"
"98",1,98,0,"EXECUTION_CREDITS",2021-06-07,2021-06-13,"2021-06-07 to 2021-06-13"
"99",1,99,0,"EXECUTION_CREDITS",2021-06-14,2021-06-20,"2021-06-14 to 2021-06-20"
"100",1,100,0.016791109626749,"EXECUTION_CREDITS",2021-06-21,2021-06-27,"2021-06-21 to 2021-06-27"
"101",1,101,3.435564991e-05,"EXECUTION_CREDITS",2021-06-28,2021-07-04,"2021-06-28 to 2021-07-04"
"102",1,102,0,"EXECUTION_CREDITS",2021-07-05,2021-07-11,"2021-07-05 to 2021-07-11"
"103",1,103,0,"EXECUTION_CREDITS",2021-07-12,2021-07-18,"2021-07-12 to 2021-07-18"
"104",1,104,2.2144249659e-05,"EXECUTION_CREDITS",2021-07-19,2021-07-25,"2021-07-19 to 2021-07-25"
"105",1,105,0,"EXECUTION_CREDITS",2021-07-26,2021-08-01,"2021-07-26 to 2021-08-01"
"106",2,1,0,"EXECUTION_CREDITS",2019-08-01,2019-08-04,"2019-08-01 to 2019-08-04"
"107",2,2,0,"EXECUTION_CREDITS",2019-08-05,2019-08-11,"2019-08-05 to 2019-08-11"
"108",2,3,0,"EXECUTION_CREDITS",2019-08-12,2019-08-18,"2019-08-12 to 2019-08-18"
"109",2,4,0,"EXECUTION_CREDITS",2019-08-19,2019-08-25,"2019-08-19 to 2019-08-25"
"110",2,5,0,"EXECUTION_CREDITS",2019-08-26,2019-09-01,"2019-08-26 to 2019-09-01"
"111",2,6,0,"EXECUTION_CREDITS",2019-09-02,2019-09-08,"2019-09-02 to 2019-09-08"
"112",2,7,0,"EXECUTION_CREDITS",2019-09-09,2019-09-15,"2019-09-09 to 2019-09-15"
"113",2,8,0,"EXECUTION_CREDITS",2019-09-16,2019-09-22,"2019-09-16 to 2019-09-22"
"114",2,9,0,"EXECUTION_CREDITS",2019-09-23,2019-09-29,"2019-09-23 to 2019-09-29"
"115",2,10,0,"EXECUTION_CREDITS",2019-09-30,2019-10-06,"2019-09-30 to 2019-10-06"
"116",2,11,0,"EXECUTION_CREDITS",2019-10-07,2019-10-13,"2019-10-07 to 2019-10-13"
"117",2,12,0,"EXECUTION_CREDITS",2019-10-14,2019-10-20,"2019-10-14 to 2019-10-20"
"118",2,13,0,"EXECUTION_CREDITS",2019-10-21,2019-10-27,"2019-10-21 to 2019-10-27"
"119",2,14,0,"EXECUTION_CREDITS",2019-10-28,2019-11-03,"2019-10-28 to 2019-11-03"
"120",2,15,0,"EXECUTION_CREDITS",2019-11-04,2019-11-10,"2019-11-04 to 2019-11-10"
"121",2,16,0,"EXECUTION_CREDITS",2019-11-11,2019-11-17,"2019-11-11 to 2019-11-17"
"122",2,17,0,"EXECUTION_CREDITS",2019-11-18,2019-11-24,"2019-11-18 to 2019-11-24"
"123",2,18,0,"EXECUTION_CREDITS",2019-11-25,2019-12-01,"2019-11-25 to 2019-12-01"
"124",2,19,0,"EXECUTION_CREDITS",2019-12-02,2019-12-08,"2019-12-02 to 2019-12-08"
"125",2,20,0,"EXECUTION_CREDITS",2019-12-09,2019-12-15,"2019-12-09 to 2019-12-15"
"126",2,21,0,"EXECUTION_CREDITS",2019-12-16,2019-12-22,"2019-12-16 to 2019-12-22"
"127",2,22,0,"EXECUTION_CREDITS",2019-12-23,2019-12-29,"2019-12-23 to 2019-12-29"
"128",2,23,0,"EXECUTION_CREDITS",2019-12-30,2020-01-05,"2019-12-30 to 2020-01-05"
"129",2,24,0,"EXECUTION_CREDITS",2020-01-06,2020-01-12,"2020-01-06 to 2020-01-12"
"130",2,25,0,"EXECUTION_CREDITS",2020-01-13,2020-01-19,"2020-01-13 to 2020-01-19"
"131",2,26,0,"EXECUTION_CREDITS",2020-01-20,2020-01-26,"2020-01-20 to 2020-01-26"
"132",2,27,0,"EXECUTION_CREDITS",2020-01-27,2020-02-02,"2020-01-27 to 2020-02-02"
"133",2,28,0,"EXECUTION_CREDITS",2020-02-03,2020-02-09,"2020-02-03 to 2020-02-09"
"134",2,29,0,"EXECUTION_CREDITS",2020-02-10,2020-02-16,"2020-02-10 to 2020-02-16"
"135",2,30,0,"EXECUTION_CREDITS",2020-02-17,2020-02-23,"2020-02-17 to 2020-02-23"
"136",2,31,0,"EXECUTION_CREDITS",2020-02-24,2020-03-01,"2020-02-24 to 2020-03-01"
"137",2,32,0,"EXECUTION_CREDITS",2020-03-02,2020-03-08,"2020-03-02 to 2020-03-08"
"138",2,33,0,"EXECUTION_CREDITS",2020-03-09,2020-03-15,"2020-03-09 to 2020-03-15"
"139",2,34,0,"EXECUTION_CREDITS",2020-03-16,2020-03-22,"2020-03-16 to 2020-03-22"
"140",2,35,0,"EXECUTION_CREDITS",2020-03-23,2020-03-29,"2020-03-23 to 2020-03-29"
"141",2,36,0,"EXECUTION_CREDITS",2020-03-30,2020-04-05,"2020-03-30 to 2020-04-05"
"142",2,37,0,"EXECUTION_CREDITS",2020-04-06,2020-04-12,"2020-04-06 to 2020-04-12"
"143",2,38,0,"EXECUTION_CREDITS",2020-04-13,2020-04-19,"2020-04-13 to 2020-04-19"
"144",2,39,0,"EXECUTION_CREDITS",2020-04-20,2020-04-26,"2020-04-20 to 2020-04-26"
"145",2,40,0,"EXECUTION_CREDITS",2020-04-27,2020-05-03,"2020-04-27 to 2020-05-03"
"146",2,41,0,"EXECUTION_CREDITS",2020-05-04,2020-05-10,"2020-05-04 to 2020-05-10"
"147",2,42,0,"EXECUTION_CREDITS",2020-05-11,2020-05-17,"2020-05-11 to 2020-05-17"
"148",2,43,0,"EXECUTION_CREDITS",2020-05-18,2020-05-24,"2020-05-18 to 2020-05-24"
"149",2,44,0,"EXECUTION_CREDITS",2020-05-25,2020-05-31,"2020-05-25 to 2020-05-31"
"150",2,45,0,"EXECUTION_CREDITS",2020-06-01,2020-06-07,"2020-06-01 to 2020-06-07"
"151",2,46,0,"EXECUTION_CREDITS",2020-06-08,2020-06-14,"2020-06-08 to 2020-06-14"
"152",2,47,0,"EXECUTION_CREDITS",2020-06-15,2020-06-21,"2020-06-15 to 2020-06-21"
"153",2,48,0,"EXECUTION_CREDITS",2020-06-22,2020-06-28,"2020-06-22 to 2020-06-28"
"154",2,49,0,"EXECUTION_CREDITS",2020-06-29,2020-07-05,"2020-06-29 to 2020-07-05"
"155",2,50,0,"EXECUTION_CREDITS",2020-07-06,2020-07-12,"2020-07-06 to 2020-07-12"
"156",2,51,0,"EXECUTION_CREDITS",2020-07-13,2020-07-19,"2020-07-13 to 2020-07-19"
"157",2,52,0,"EXECUTION_CREDITS",2020-07-20,2020-07-26,"2020-07-20 to 2020-07-26"
"158",2,53,0,"EXECUTION_CREDITS",2020-07-27,2020-08-02,"2020-07-27 to 2020-08-02"
"159",2,54,0,"EXECUTION_CREDITS",2020-08-03,2020-08-09,"2020-08-03 to 2020-08-09"
"160",2,55,0,"EXECUTION_CREDITS",2020-08-10,2020-08-16,"2020-08-10 to 2020-08-16"
"161",2,56,0.00719957322,"EXECUTION_CREDITS",2020-08-17,2020-08-23,"2020-08-17 to 2020-08-23"
"162",2,57,0.3725782201431,"EXECUTION_CREDITS",2020-08-24,2020-08-30,"2020-08-24 to 2020-08-30"
"163",2,58,0.032261279567,"EXECUTION_CREDITS",2020-08-31,2020-09-06,"2020-08-31 to 2020-09-06"
"164",2,59,0,"EXECUTION_CREDITS",2020-09-07,2020-09-13,"2020-09-07 to 2020-09-13"
"165",2,60,0.07856147754,"EXECUTION_CREDITS",2020-09-14,2020-09-20,"2020-09-14 to 2020-09-20"
"166",2,61,0,"EXECUTION_CREDITS",2020-09-21,2020-09-27,"2020-09-21 to 2020-09-27"
"167",2,62,0.107125123097,"EXECUTION_CREDITS",2020-09-28,2020-10-04,"2020-09-28 to 2020-10-04"
"168",2,63,0.1278809213503,"EXECUTION_CREDITS",2020-10-05,2020-10-11,"2020-10-05 to 2020-10-11"
"169",2,64,0.012949820957,"EXECUTION_CREDITS",2020-10-12,2020-10-18,"2020-10-12 to 2020-10-18"
"170",2,65,0.014860649182,"EXECUTION_CREDITS",2020-10-19,2020-10-25,"2020-10-19 to 2020-10-25"
"171",2,66,0.026358651907,"EXECUTION_CREDITS",2020-10-26,2020-11-01,"2020-10-26 to 2020-11-01"
"172",2,67,0.0052769030934,"EXECUTION_CREDITS",2020-11-02,2020-11-08,"2020-11-02 to 2020-11-08"
"173",2,68,0,"EXECUTION_CREDITS",2020-11-09,2020-11-15,"2020-11-09 to 2020-11-15"
"174",2,69,0.018152247728,"EXECUTION_CREDITS",2020-11-16,2020-11-22,"2020-11-16 to 2020-11-22"
"175",2,70,0,"EXECUTION_CREDITS",2020-11-23,2020-11-29,"2020-11-23 to 2020-11-29"
"176",2,71,0,"EXECUTION_CREDITS",2020-11-30,2020-12-06,"2020-11-30 to 2020-12-06"
"177",2,72,0,"EXECUTION_CREDITS",2020-12-07,2020-12-13,"2020-12-07 to 2020-12-13"
"178",2,73,0,"EXECUTION_CREDITS",2020-12-14,2020-12-20,"2020-12-14 to 2020-12-20"
"179",2,74,0,"EXECUTION_CREDITS",2020-12-21,2020-12-27,"2020-12-21 to 2020-12-27"
"180",2,75,0,"EXECUTION_CREDITS",2020-12-28,2021-01-03,"2020-12-28 to 2021-01-03"
"181",2,76,0,"EXECUTION_CREDITS",2021-01-04,2021-01-10,"2021-01-04 to 2021-01-10"
"182",2,77,0,"EXECUTION_CREDITS",2021-01-11,2021-01-17,"2021-01-11 to 2021-01-17"
"183",2,78,0,"EXECUTION_CREDITS",2021-01-18,2021-01-24,"2021-01-18 to 2021-01-24"
"184",2,79,0,"EXECUTION_CREDITS",2021-01-25,2021-01-31,"2021-01-25 to 2021-01-31"
"185",2,80,0,"EXECUTION_CREDITS",2021-02-01,2021-02-07,"2021-02-01 to 2021-02-07"
"186",2,81,0,"EXECUTION_CREDITS",2021-02-08,2021-02-14,"2021-02-08 to 2021-02-14"
"187",2,82,0,"EXECUTION_CREDITS",2021-02-15,2021-02-21,"2021-02-15 to 2021-02-21"
"188",2,83,0,"EXECUTION_CREDITS",2021-02-22,2021-02-28,"2021-02-22 to 2021-02-28"
"189",2,84,0,"EXECUTION_CREDITS",2021-03-01,2021-03-07,"2021-03-01 to 2021-03-07"
"190",2,85,0,"EXECUTION_CREDITS",2021-03-08,2021-03-14,"2021-03-08 to 2021-03-14"
"191",2,86,0.005996735852,"EXECUTION_CREDITS",2021-03-15,2021-03-21,"2021-03-15 to 2021-03-21"
"192",2,87,0.0201880343967,"EXECUTION_CREDITS",2021-03-22,2021-03-28,"2021-03-22 to 2021-03-28"
"193",2,88,0.003901119034,"EXECUTION_CREDITS",2021-03-29,2021-04-04,"2021-03-29 to 2021-04-04"
"194",2,89,0,"EXECUTION_CREDITS",2021-04-05,2021-04-11,"2021-04-05 to 2021-04-11"
"195",2,90,0,"EXECUTION_CREDITS",2021-04-12,2021-04-18,"2021-04-12 to 2021-04-18"
"196",2,91,0,"EXECUTION_CREDITS",2021-04-19,2021-04-25,"2021-04-19 to 2021-04-25"
"197",2,92,0.005829086591,"EXECUTION_CREDITS",2021-04-26,2021-05-02,"2021-04-26 to 2021-05-02"
"198",2,93,0,"EXECUTION_CREDITS",2021-05-03,2021-05-09,"2021-05-03 to 2021-05-09"
"199",2,94,0,"EXECUTION_CREDITS",2021-05-10,2021-05-16,"2021-05-10 to 2021-05-16"
"200",2,95,0,"EXECUTION_CREDITS",2021-05-17,2021-05-23,"2021-05-17 to 2021-05-23"
"201",2,96,0,"EXECUTION_CREDITS",2021-05-24,2021-05-30,"2021-05-24 to 2021-05-30"
"202",2,97,0.020011971017,"EXECUTION_CREDITS",2021-05-31,2021-06-06,"2021-05-31 to 2021-06-06"
"203",2,98,0.118512814441,"EXECUTION_CREDITS",2021-06-07,2021-06-13,"2021-06-07 to 2021-06-13"
"204",2,99,0,"EXECUTION_CREDITS",2021-06-14,2021-06-20,"2021-06-14 to 2021-06-20"
"205",2,100,0,"EXECUTION_CREDITS",2021-06-21,2021-06-27,"2021-06-21 to 2021-06-27"
"206",2,101,0,"EXECUTION_CREDITS",2021-06-28,2021-07-04,"2021-06-28 to 2021-07-04"
"207",2,102,0,"EXECUTION_CREDITS",2021-07-05,2021-07-11,"2021-07-05 to 2021-07-11"
"208",2,103,0,"EXECUTION_CREDITS",2021-07-12,2021-07-18,"2021-07-12 to 2021-07-18"
"209",2,104,0,"EXECUTION_CREDITS",2021-07-19,2021-07-25,"2021-07-19 to 2021-07-25"
"210",2,105,0,"EXECUTION_CREDITS",2021-07-26,2021-08-01,"2021-07-26 to 2021-08-01"
"211",3,1,0,"EXECUTION_CREDITS",2019-08-01,2019-08-04,"2019-08-01 to 2019-08-04"
"212",3,2,0,"EXECUTION_CREDITS",2019-08-05,2019-08-11,"2019-08-05 to 2019-08-11"
"213",3,3,0,"EXECUTION_CREDITS",2019-08-12,2019-08-18,"2019-08-12 to 2019-08-18"
"214",3,4,0,"EXECUTION_CREDITS",2019-08-19,2019-08-25,"2019-08-19 to 2019-08-25"
"215",3,5,0,"EXECUTION_CREDITS",2019-08-26,2019-09-01,"2019-08-26 to 2019-09-01"
"216",3,6,0,"EXECUTION_CREDITS",2019-09-02,2019-09-08,"2019-09-02 to 2019-09-08"
"217",3,7,0,"EXECUTION_CREDITS",2019-09-09,2019-09-15,"2019-09-09 to 2019-09-15"
"218",3,8,0,"EXECUTION_CREDITS",2019-09-16,2019-09-22,"2019-09-16 to 2019-09-22"
"219",3,9,0,"EXECUTION_CREDITS",2019-09-23,2019-09-29,"2019-09-23 to 2019-09-29"
"220",3,10,0,"EXECUTION_CREDITS",2019-09-30,2019-10-06,"2019-09-30 to 2019-10-06"
"221",3,11,0,"EXECUTION_CREDITS",2019-10-07,2019-10-13,"2019-10-07 to 2019-10-13"
"222",3,12,0,"EXECUTION_CREDITS",2019-10-14,2019-10-20,"2019-10-14 to 2019-10-20"
"223",3,13,0,"EXECUTION_CREDITS",2019-10-21,2019-10-27,"2019-10-21 to 2019-10-27"
"224",3,14,0,"EXECUTION_CREDITS",2019-10-28,2019-11-03,"2019-10-28 to 2019-11-03"
"225",3,15,0,"EXECUTION_CREDITS",2019-11-04,2019-11-10,"2019-11-04 to 2019-11-10"
"226",3,16,0,"EXECUTION_CREDITS",2019-11-11,2019-11-17,"2019-11-11 to 2019-11-17"
"227",3,17,0,"EXECUTION_CREDITS",2019-11-18,2019-11-24,"2019-11-18 to 2019-11-24"
"228",3,18,0,"EXECUTION_CREDITS",2019-11-25,2019-12-01,"2019-11-25 to 2019-12-01"
"229",3,19,0,"EXECUTION_CREDITS",2019-12-02,2019-12-08,"2019-12-02 to 2019-12-08"
"230",3,20,0,"EXECUTION_CREDITS",2019-12-09,2019-12-15,"2019-12-09 to 2019-12-15"
"231",3,21,0,"EXECUTION_CREDITS",2019-12-16,2019-12-22,"2019-12-16 to 2019-12-22"
"232",3,22,0,"EXECUTION_CREDITS",2019-12-23,2019-12-29,"2019-12-23 to 2019-12-29"
"233",3,23,0,"EXECUTION_CREDITS",2019-12-30,2020-01-05,"2019-12-30 to 2020-01-05"
"234",3,24,0,"EXECUTION_CREDITS",2020-01-06,2020-01-12,"2020-01-06 to 2020-01-12"
"235",3,25,0,"EXECUTION_CREDITS",2020-01-13,2020-01-19,"2020-01-13 to 2020-01-19"
"236",3,26,0,"EXECUTION_CREDITS",2020-01-20,2020-01-26,"2020-01-20 to 2020-01-26"
"237",3,27,0,"EXECUTION_CREDITS",2020-01-27,2020-02-02,"2020-01-27 to 2020-02-02"
"238",3,28,0,"EXECUTION_CREDITS",2020-02-03,2020-02-09,"2020-02-03 to 2020-02-09"
"239",3,29,0,"EXECUTION_CREDITS",2020-02-10,2020-02-16,"2020-02-10 to 2020-02-16"
"240",3,30,0,"EXECUTION_CREDITS",2020-02-17,2020-02-23,"2020-02-17 to 2020-02-23"
"241",3,31,0,"EXECUTION_CREDITS",2020-02-24,2020-03-01,"2020-02-24 to 2020-03-01"
"242",3,32,0,"EXECUTION_CREDITS",2020-03-02,2020-03-08,"2020-03-02 to 2020-03-08"
"243",3,33,0,"EXECUTION_CREDITS",2020-03-09,2020-03-15,"2020-03-09 to 2020-03-15"
"244",3,34,0,"EXECUTION_CREDITS",2020-03-16,2020-03-22,"2020-03-16 to 2020-03-22"
"245",3,35,0,"EXECUTION_CREDITS",2020-03-23,2020-03-29,"2020-03-23 to 2020-03-29"
"246",3,36,0,"EXECUTION_CREDITS",2020-03-30,2020-04-05,"2020-03-30 to 2020-04-05"
"247",3,37,0,"EXECUTION_CREDITS",2020-04-06,2020-04-12,"2020-04-06 to 2020-04-12"
"248",3,38,0,"EXECUTION_CREDITS",2020-04-13,2020-04-19,"2020-04-13 to 2020-04-19"
"249",3,39,0,"EXECUTION_CREDITS",2020-04-20,2020-04-26,"2020-04-20 to 2020-04-26"
